domain,open_page_rank,referring_domains,status,concentration_risk,concentrated_risk,ahrefs_domain_rating,wayback_snapshots,stale_snapshot,Has Full Words,Words Found,Comment,tier,composite_score,wayback_first_seen,wayback_last_seen
bruffparish.ie,0.41,1,has_data,False,False,3.5,311,,,,,SKIP — below minimum thresholds,6.05,2020-08-07,2026-05-17
athenacontracts.ie,0.4,1,has_data,False,False,3.5,5000,,,,,SKIP — below minimum thresholds,6,2013-01-14,2026-01-22
routefourteen.ie,0.4,1,has_data,False,False,3.5,17,,,,,SKIP — below minimum thresholds,6,2022-05-25,2026-03-17
runmyrecruitment.ie,0.4,1,has_data,False,False,3.5,134,,Yes,recruitment,,SKIP — below minimum thresholds,4,2023-09-30,2026-02-18
coboticsskillnet.ie,0.23,0,has_data,False,False,3.5,1919,,,,,SKIP — below minimum thresholds,4.65,2020-08-11,2025-09-16
sammccauley.ie,0.23,0,has_data,False,False,3.5,50,3247,,,,SKIP — below minimum thresholds,4.65,2008-03-28,2017-10-13
mentalhealththerapy.ie,,,not_found,,,3.5,0,,,,,,,,
techut.ie,,,not_found,,,3.5,,,Yes,tech,,,,,
themeath.ie,,,not_found,,,3.5,,,,,,,,,
twilight.ie,0.97,4,has_data,False,False,3.4,5000,,,,,,,2016-10-07,2026-05-18
coastalheritage.ie,0.43,1,has_data,False,False,3.4,1171,,,,,SKIP — below minimum thresholds,5.45,2007-11-29,2026-05-10
brownesofnaas.ie,0.4,1,has_data,False,False,3.4,48,862,,,,SKIP — below minimum thresholds,5.9,2021-11-27,2024-04-24
ideu.ie,0.25,0,has_data,False,False,3.4,204,,No,,,,,2017-10-29,2026-04-21
cloudsign.ie,0.24,0,has_data,False,False,3.4,657,,,,,,,2026-02-11,2026-04-21
victoriahall.ie,0.23,0,has_data,False,False,3.4,910,3214,,,,,,2003-04-07,2017-11-15
mfceilings.ie,,,not_found,,,3.4,0,,,,,,,,
theterenureinn.ie,0.56,2,has_data,False,False,3.3,415,714,No,,,,,2017-11-06,2024-09-19
oloclainnsbar.ie,0.42,1,has_data,False,False,3.3,317,537,,,,SKIP — below minimum thresholds,5.9,2023-03-31,2025-03-15
montague.ie,0.41,1,has_data,False,False,3.3,2318,,,,,,,2001-03-09,2026-05-10
cascheragames.ie,,,not_found,,,3.3,0,,Yes,game,,,,,
phatpoly.ie,0.75,3,has_data,False,False,3.2,4747,503,No,,,,,2021-02-25,2025-04-18
scoilsportg.ie,0.42,1,has_data,False,False,3.2,5000,,,,,SKIP — below minimum thresholds,5.8,2007-11-29,2026-01-05
faceminder.ie,0.26,0,has_data,False,False,3.2,10,534,No,,,SKIP — below minimum thresholds,4.5,2021-09-22,2025-03-18
m-obriens.ie,0.24,0,has_data,False,False,3.2,1415,1628,,,,SKIP — below minimum thresholds,4.3,2007-11-11,2022-03-20
ajsgardeningandpowerwashing.ie,0.23,0,has_data,False,False,3.2,21,,,,,SKIP — below minimum thresholds,4.35,2026-01-14,2026-05-16
milosmissionrescue.ie,0.23,0,has_data,False,False,3.2,83,,,,,SKIP — below minimum thresholds,4.35,2024-07-23,2026-06-06
nicewebsite.ie,,,not_found,,,3.2,,,,,,,,,
skehan.ie,,,not_found,,,3.2,,,No,,,,,,
walkercommunications.ie,,,not_found,,,3.2,,,,,,,,,
videotree.ie,1.11,3,has_data,True,True,3.1,5000,,,,,,,2013-06-13,2026-08-18
remedypilates.ie,0.56,2,has_data,False,False,3.1,3366,1184,,,,,,2012-10-10,2023-06-07
graphocolor.ie,0.43,1,has_data,False,False,3.1,841,2456,No,,,,,2001-02-27,2019-12-13
houseofshutters.ie,0.41,1,has_data,False,False,3.1,122,,Yes,house,,,,2021-12-07,2025-09-06
ragerestaurant.ie,0.41,1,has_data,False,False,3.1,0,,,,,SKIP — below minimum thresholds,5.65,,
orthopaedicsurgery.ie,0.4,1,has_data,False,False,3.1,7,1414,,,,,,2003-10-28,2022-10-20
theblazingrill.ie,0.23,0,has_data,False,False,3.1,2012,,,,,SKIP — below minimum thresholds,4.25,2011-11-12,2026-02-13
westmeathfood.ie,0.23,0,has_data,False,False,3.1,3089,,,,,SKIP — below minimum thresholds,2.55,2011-07-09,2025-09-10
rove.ie,0.76,3,has_data,False,False,3,51,1191,No,,,SKIP — below minimum thresholds,8.3,2020-09-26,2023-05-31
e-bikes.ie,0.62,2,has_data,False,False,3,615,,,,,,,2017-11-04,2025-10-15
smartfox.ie,0.57,2,has_data,False,False,3,1427,,,,,,,2017-08-31,2025-09-15
bluefirestreetfest.ie,0.41,1,has_data,False,False,3,4189,,No,,,,,2017-08-31,2026-06-07
littlestarparties.ie,0.23,0,has_data,False,False,3,5000,,No,,,,,2005-11-25,2026-06-09
diyblinds.ie,,,not_found,,,3,,,,,,,,,
intenshine.ie,,,not_found,,,3,0,,No,,,,,,
punk.ie,0.84,3,has_data,False,False,2.9,3825,543,,,,,,2005-02-06,2025-03-09
ccfe.ie,0.79,3,has_data,False,False,2.9,4622,,,,,,,2001-03-01,2026-06-09
pollybarrett.ie,0.56,2,has_data,False,False,2.9,75,742,No,,,,,2022-05-30,2024-08-22
stjamesblackrock.ie,0.55,2,has_data,False,False,2.9,12,471,,,,,,2024-10-04,2025-05-20
skymotion.ie,0.24,0,has_data,False,False,2.9,4265,,,,,,,2020-08-04,2026-04-29
chaplinsbar.ie,,,not_found,,,2.9,,,No,,,,,,
dumbphonerevolution.ie,,,not_found,,,2.9,,,,,,,,,
sleepingflags.ie,,,not_found,,,2.9,,,No,,,,,,
srtc.ie,,,not_found,,,2.9,,,No,,,,,,
leesonbridgehouse.ie,0.58,2,has_data,False,False,2.8,5000,,,,,SKIP — below minimum thresholds,6.7,2000-04-07,2025-11-06
strengthandconditioningcork.ie,0.57,2,has_data,False,False,2.8,54,530,Yes,cork,,,,2023-04-25,2025-03-22
lightadvice.ie,0.41,1,has_data,False,False,2.8,1018,,,,,SKIP — below minimum thresholds,5.35,2017-07-07,2025-09-11
infanteducation.ie,0.4,1,has_data,False,False,2.8,3497,,No,,,SKIP — below minimum thresholds,5.3,2017-10-05,2026-04-11
pulseevents.ie,0.4,1,has_data,False,False,2.8,11,,,,,SKIP — below minimum thresholds,5.3,2010-01-17,2026-04-21
thestackshack.ie,0.24,0,has_data,False,False,2.8,20,,No,,,,,2026-01-17,2026-06-12
drumconrathgfc.ie,,,not_found,,,2.8,0,,No,,,,,,
gtdetailing.ie,,,not_found,,,2.8,,,No,,,,,,
learnpayroll.ie,,,not_found,,,2.8,0,,No,,,,,,
tradetreasures.ie,0.61,2,has_data,False,False,2.7,4151,,,,,,,2023-11-07,2026-05-16
kindlefoods.ie,0.44,1,has_data,False,False,2.7,0,,Yes,food,,SKIP — below minimum thresholds,5.4,,
microcement-direct.ie,0.41,1,has_data,False,False,2.7,7,,,,,SKIP — below minimum thresholds,5.25,2025-08-10,2026-06-07
thefragrantnest.ie,0.41,1,has_data,False,False,2.7,1668,,No,,,,,2022-09-23,2026-03-07
beautifulambition.ie,0.4,1,has_data,False,False,2.7,1701,658,,,,,,2015-10-05,2024-11-14
fertilityireland.ie,0.24,0,has_data,False,False,2.7,351,3889,Yes,ireland,,SKIP — below minimum thresholds,3.4,2001-10-27,2016-01-10
mybrokerforsure.ie,0.23,0,has_data,False,False,2.7,906,470,,,,SKIP — below minimum thresholds,3.85,2017-11-04,2025-05-21
dataelectronics.ie,,,not_found,,,2.7,,,,,,,,,
waterhousetiles.ie,,,not_found,,,2.7,,,,,,,,,
mulch.ie,0.93,3,has_data,False,False,2.6,3063,1008,No,,,,,2013-05-03,2023-11-30
profotoireland.ie,0.42,1,has_data,False,False,2.6,119,503,,,,,,2019-01-17,2025-04-18
handlesandknobs.ie,0.41,1,has_data,False,False,2.6,5000,,,,,SKIP — below minimum thresholds,5.15,2021-03-06,2025-10-16
thepalletcouriers.ie,0.41,1,has_data,False,False,2.6,9,1603,No,,,,,2017-11-04,2022-04-14
blsc.ie,0.4,1,has_data,False,False,2.6,5000,2502,No,,,SKIP — below minimum thresholds,5.1,2003-10-16,2019-10-28
personal-injuries.ie,0.24,0,has_data,False,False,2.6,333,,,,,SKIP — below minimum thresholds,3.8,2019-05-23,2026-06-08
laribera.ie,0.23,0,has_data,False,False,2.6,61,,,,,SKIP — below minimum thresholds,3.75,2023-06-12,2026-05-09
connectscaffolding.ie,,,not_found,,,2.6,,,,,,,,,
sarms.ie,,,not_found,,,2.6,,,,,,,,,
scepticstravelguide.ie,0.43,1,has_data,False,False,2.5,430,,Yes,"travel, guide",,,,2023-08-27,2026-03-11
concraft.ie,0.42,1,has_data,False,False,2.5,182,,,,,SKIP — below minimum thresholds,5.1,2021-11-28,2026-06-09
myvue.ie,0.4,1,has_data,False,False,2.5,1314,2841,,,,SKIP — below minimum thresholds,5,2005-11-27,2018-11-23
terrifictrophies.ie,0.23,0,has_data,False,False,2.5,25,4273,,,,,,2011-10-21,2014-12-22
littleacorns.ie,,,not_found,,,2.5,,,No,,,,,,
solarpanelscork.ie,,,not_found,,,2.5,,,Yes,cork,,,,,
thegoodpals.ie,,,not_found,,,2.5,,,,,,,,,
littleangels.ie,0.58,2,has_data,False,False,2.4,5000,1184,,,,,,2002-09-01,2023-06-07
thebrandingofme.ie,0.43,1,has_data,False,False,2.4,2084,1544,Yes,branding,,,,2017-01-26,2022-06-12
fortherecord.ie,0.24,0,has_data,False,False,2.4,252,410,,,,,,2006-06-29,2025-07-20
laurajane.ie,0.24,0,has_data,False,False,2.4,2935,,No,,,SKIP — below minimum thresholds,3.6,2008-12-05,2026-06-09
marketclose.ie,0.24,0,has_data,False,False,2.4,1,634,Yes,market,,,,2024-12-08,2024-12-08
mcfibreglassroofing.ie,0.23,0,has_data,False,False,2.4,87,693,Yes,roofing,,SKIP — below minimum thresholds,3.55,2022-09-15,2024-10-10
etgireland.ie,0.59,2,has_data,False,False,2.3,619,390,Yes,ireland,,,,2016-03-02,2025-08-09
cbdoils.ie,0.41,1,has_data,False,False,2.3,1881,,No,,,,,2016-05-28,2026-06-11
roadready.ie,0.24,0,has_data,False,False,2.3,5000,2659,,,,SKIP — below minimum thresholds,3.5,2009-07-10,2019-05-24
platinumhairdressing.ie,0.23,0,has_data,False,False,2.3,2323,520,,,,,,2012-06-19,2025-04-01
br3security.ie,,,not_found,,,2.3,0,,,,,,,,
nursesconnect.ie,,,not_found,,,2.3,,,,,,,,,
ushighschoolonline.ie,,,not_found,,,2.3,,,,,,,,,
michaelmccarthy.ie,0.63,2,has_data,False,False,2.2,1283,1784,,,,,,2007-03-19,2021-10-15
rosesbarandkitchen.ie,0.57,2,has_data,False,False,2.2,5000,,,,,,,2017-09-19,2025-09-21
purewellbeing.ie,0.56,2,has_data,False,False,2.2,596,,,,,,,2020-01-14,2025-09-18
comedyireland.ie,0.4,1,has_data,False,False,2.2,5000,,,,,SKIP — below minimum thresholds,4.7,2009-01-04,2026-06-12
lacosanostra.ie,0.4,1,has_data,False,False,2.2,0,,No,,,SKIP — below minimum thresholds,4.7,,
tigerlilybeautysalon.ie,0.24,0,has_data,False,False,2.2,5000,387,Yes,"beauty, salon",,,,2007-11-29,2025-08-12
findmygrant.ie,,,not_found,,,2.2,,,No,grant,,,,,
selectstores.ie,1.11,5,has_data,False,False,2.1,2513,1004,No,,,SKIP — below minimum thresholds,10.15,2009-04-11,2023-12-04
cfbr.ie,0.76,3,has_data,False,False,2.1,2865,1073,No,,,,,2011-10-09,2023-09-26
v7.ie,0.58,2,has_data,False,False,2.1,868,,,,,,,2011-11-15,2026-02-13
counterculture.ie,0.55,2,has_data,False,False,2.1,619,,No,,,,,2016-03-17,2026-04-15
irishsrsandsbrtsymposium.ie,0.41,1,not_found,False,False,2.1,589,,Yes,irish,,,,2023-08-29,2025-10-16
homeandbuild.ie,0.25,0,has_data,False,False,2.1,2791,1097,Yes,"build, home",,,,2017-06-03,2023-09-02
emmamahony.ie,0.24,0,has_data,False,False,2.1,78,,No,,,,,2021-12-03,2026-06-11
mulroysclinic.ie,0.23,0,has_data,False,False,2.1,1730,,,,,SKIP — below minimum thresholds,3.25,2021-03-02,2025-09-13
inga.ie,,,not_found,,,2.1,0,,,,,,,,
kwash.ie,,,not_found,,,2.1,0,,,,,,,,
magneticsecondaryglazing.ie,,,not_found,,,2.1,,,,,,,,,
realriskrun.ie,,,not_found,,,2.1,,,,,,,,,
sildermireland.ie,,,not_found,,,2.1,,,Yes,ireland,,,,,
simplysouth.ie,,,not_found,,,2.1,,,No,,,,,,
thesaltydog.ie,,,not_found,,,2.1,,,No,,,,,,
seoproservices.ie,0.88,3,has_data,False,False,2,604,,Yes,services,,,,2021-03-02,2026-06-11
jamesfightsback.ie,0.83,2,has_data,False,False,2,16,519,,,,,,2024-02-26,2025-04-02
maven.ie,0.62,2,has_data,False,False,2,36,974,,,,SKIP — below minimum thresholds,6.1,2001-05-20,2024-01-03
prestigerugspa.ie,0.58,2,has_data,False,False,2,564,,,,,,,2019-12-16,2026-03-14
gos.ie,0.41,1,has_data,False,False,2,215,3844,No,,,,,2007-10-24,2016-02-24
isaperformance.ie,0.41,1,has_data,False,False,2,1819,1596,Yes,performance,,SKIP — below minimum thresholds,4.45,2014-08-21,2022-04-21
slaintecare.ie,0.41,1,has_data,False,False,2,3,1594,,,,,,2021-12-24,2022-04-23
pinnaclemountmerrion.ie,0.4,1,has_data,False,False,2,1018,633,,,,SKIP — below minimum thresholds,4.5,2021-07-17,2024-12-09
camrinfilms.ie,0.24,0,has_data,False,False,2,1,,,,,,,2026-02-03,2026-02-03
gardastationsolicitor.ie,0.24,0,has_data,False,False,2,22,,,,,SKIP — below minimum thresholds,3.2,2023-10-30,2026-02-11
geffireland.ie,0.24,0,has_data,False,False,2,4126,,,,,SKIP — below minimum thresholds,3.1,2022-03-17,2025-10-19
grantconnections.ie,0.24,0,has_data,False,False,2,361,,No,,,SKIP — below minimum thresholds,3,2011-04-04,2026-05-14
goreycreditunion.ie,,,not_found,,,2,0,,,,,,,,
wildatlanticwayshop.ie,0.41,1,has_data,,,1.9,35,,,Wild Atlantic Shop,,,,2023-12-01,2025-11-13
essentialenergetics.ie,0.24,0,has_data,False,False,1.9,1181,,,,,,,2014-05-19,2026-03-10
tsautostyle.ie,0.24,0,has_data,False,False,1.9,411,,Yes,auto,,,,2024-07-15,2025-10-09
dooleygroup.ie,0.23,0,has_data,False,False,1.9,2080,2301,,,,SKIP — below minimum thresholds,2.95,2010-09-07,2020-05-16
ai-expo.ie,,,not_found,,,1.9,,,,,,,,,
hamiltonparkclane.ie,,,not_found,,,1.9,0,,,,,,,,
iamalex.ie,,,not_found,,,1.9,0,,No,,,,,,
istireland.ie,,,not_found,,,1.9,0,,Yes,ireland,,,,,
xenonsecurity.ie,,,not_found,,,1.9,,,No,,,,,,
irishtaxcalculator.ie,1.85,22,has_data,False,False,1.8,3,524,,,,,,2025-01-26,2025-03-28
jessicaivy.ie,1.18,1,has_data,True,True,1.8,1647,,,,,SKIP — below minimum thresholds,8.2,2021-01-26,2026-05-17
wildwords.ie,1.11,4,has_data,False,False,1.8,3837,999,,,,SKIP — below minimum thresholds,9.35,2014-08-16,2023-12-09
fro.ie,0.96,3,has_data,False,False,1.8,226,883,,,,SKIP — below minimum thresholds,8.1,2021-12-04,2024-04-03
bfit4life.ie,0.77,3,has_data,False,False,1.8,2636,,No,,,SKIP — below minimum thresholds,7.15,2004-06-06,2025-10-06
yourhappypace.ie,0.68,2,has_data,False,False,1.8,113,,,,,,,2025-07-22,2026-04-15
commsoft.ie,0.24,0,has_data,False,False,1.8,1437,,No,,,,,2007-11-29,2026-02-14
dunlaoghairewellnesscentre.ie,0.24,0,has_data,False,False,1.8,3950,444,Yes,"wellness, hair",,SKIP — below minimum thresholds,3,2015-05-16,2025-06-16
thesmallpaintscompany.ie,0.24,0,has_data,False,False,1.8,730,385,Yes,paint,,,,2022-07-11,2025-08-14
emeraldbikes.ie,0.23,0,has_data,False,False,1.8,0,,,,,,,,
emeraldpools.ie,0.23,0,has_data,False,False,1.8,0,,,,,,,,
youngroots.ie,,,not_found,,,1.8,,,No,,,,,,
dublin-windowcleaning.ie,1.15,5,has_data,False,False,1.7,5000,,,,,SKIP — below minimum thresholds,9.85,2013-04-04,2026-06-10
ecologhouse.ie,1.06,5,has_data,False,False,1.7,1320,1235,Yes,Eco log house,,,,2021-02-22,2023-04-17
cesrd.ie,0.71,2,has_data,False,False,1.7,4781,,No,,,,,2017-02-09,2026-03-14
housingdesignforall.ie,0.41,1,has_data,False,False,1.7,630,,,,,SKIP — below minimum thresholds,4.25,2021-06-04,2026-06-12
thefork.ie,0.4,1,has_data,False,False,1.7,14,3215,,,,,,2017-11-04,2017-11-14
spirevision.ie,0.24,0,has_data,False,False,1.7,207,,No,,,,,2017-12-22,2025-12-29
venturefinancial.ie,0.24,0,not_found,False,False,1.7,280,1259,Yes,financial,,,,2017-03-10,2023-03-24
woodwork.ie,0.24,0,has_data,False,False,1.7,955,1448,,,,,,2013-07-08,2022-09-16
evenstone.ie,0.23,0,has_data,False,False,1.7,0,,,,,,,,
terraignis.ie,0.23,0,has_data,False,False,1.7,631,592,,,,SKIP — below minimum thresholds,2.85,2023-08-07,2025-01-19
agrotopia.ie,,,not_found,,,1.7,0,,,,,,,,
humanistweddings.ie,,,not_found,,,1.7,0,,Yes,human,,,,,
melthairandbeauty.ie,,,not_found,,,1.7,0,,,,,,,,
samandharrycatering.ie,,,not_found,,,1.7,,,Yes,catering,,,,,
brazilhouse.ie,0.94,4,has_data,False,False,1.6,59,,Yes,house,,,,2023-10-31,2026-05-15
ardee2040.ie,0.41,1,has_data,False,False,1.6,36,,,,,,,2021-06-23,2026-04-12
ewetube.ie,0.41,1,has_data,False,False,1.6,1467,,No,,,,,2023-12-07,2026-05-14
goldenhealthstore.ie,0.41,1,has_data,False,False,1.6,2612,1187,,,,SKIP — below minimum thresholds,4.05,2017-03-20,2023-06-04
mayfieldgaa.ie,0.41,1,has_data,False,False,1.6,5000,,,,,SKIP — below minimum thresholds,4.15,2017-11-04,2026-02-14
southeastbusiness.ie,0.35,0,has_data,False,False,1.6,4661,,Yes,business,,SKIP — below minimum thresholds,3.35,2004-12-08,2026-04-05
irishchurchstreaming.ie,0.23,0,has_data,False,False,1.6,42,,,,,,,2023-03-26,2026-05-10
n74tipperarytown.ie,0.23,0,has_data,False,False,1.6,371,,,,,,,2024-05-14,2026-06-07
teachspraoi.ie,0.23,0,has_data,False,False,1.6,956,,No,,,,,2021-10-17,2026-05-21
yourstyleyourstory.ie,0.23,0,has_data,False,False,1.6,5000,,,,,,,2022-07-11,2025-11-22
avrilbailey.ie,,,not_found,,,1.6,,,No,,,,,,
ielectron.ie,,,not_found,,,1.6,,,,,,,,,
jamiesmyth.ie,,,not_found,,,1.6,,,,,,,,,
robertwatson.ie,,,not_found,,,1.6,,,,,,,,,
cillchomaingaa.ie,0.41,1,has_data,False,False,1.5,319,,,,,,,2020-11-07,2026-05-20
frbwcork.ie,0.24,0,has_data,False,False,1.5,10,,Yes,cork,,SKIP — below minimum thresholds,2.5,2025-02-11,2025-10-15
healthhealingholistictherapies.ie,0.24,0,has_data,False,False,1.5,100,445,Yes,"holistic, healing, health",,SKIP — below minimum thresholds,2.7,2021-09-23,2025-06-15
dublinaccommodation.ie,0.23,0,has_data,False,False,1.5,4118,,Yes,"accommodation, dublin",,,,2014-05-17,2026-05-09
dublindoorrepair.ie,0.23,0,has_data,False,False,1.5,91,,,,,,,2021-11-28,2026-06-12
irelandeip.ie,0.23,0,has_data,False,False,1.5,276,396,,,,SKIP — below minimum thresholds,2.65,2019-07-18,2025-08-03
lma.ie,0.23,0,has_data,False,False,1.5,2094,1375,,,,SKIP — below minimum thresholds,2.65,2001-04-02,2022-11-28
smauto.ie,0.23,0,has_data,False,False,1.5,888,,,,,SKIP — below minimum thresholds,2.65,2014-09-12,2026-06-06
boscapizza.ie,,,not_found,,,1.5,159,544,,,,,,2022-12-08,2025-03-03
documatics.ie,,,not_found,,,1.5,,,No,,,,,,
e7.ie,,,not_found,,,1.5,,,,,,,,,
forkyeah.ie,,,not_found,,,1.5,0,,No,,,,,,
henryauctioneers.ie,,,not_found,,,1.5,0,,,,,,,,
vlogby.ie,,,not_found,,,1.5,,,,,,,,,
cvi.ie,0.78,3,has_data,False,False,1.4,2544,,No,,,,,2000-10-09,2026-03-12
recoveryroad.ie,0.44,1,has_data,False,False,1.4,92,,,,,,,2024-08-15,2026-05-08
abbeyphysio.ie,0.41,1,has_data,False,False,1.4,1299,,,,,,,2001-03-04,2026-01-15
hourkitchen.ie,0.24,0,has_data,False,False,1.4,1188,,No,,,SKIP — below minimum thresholds,2.6,2016-03-25,2025-10-06
thoughtscore.ie,0.24,0,has_data,False,False,1.4,11,,,,,,,2024-09-18,2025-10-16
courtreports.ie,0.23,0,has_data,False,False,1.4,326,,,,,,,2021-11-30,2026-06-13
gleneagle.ie,0.23,0,has_data,False,False,1.4,227,,,,,SKIP — below minimum thresholds,2.55,2007-08-12,2026-02-13
catalinainsurance.ie,,,not_found,,,1.4,,,Yes,insurance,,,,,
reconnect.ie,,,not_found,,,1.4,,,,,,,,,
roofers-dublin.ie,,,not_found,,,1.4,,,Yes,"dublin, roof",,,,,
serviceplus.ie,,,not_found,,,1.4,,,Yes,service,,,,,
shannonphotography.ie,,,not_found,,,1.4,,,Yes,photography,,,,,
online-slots.ie,0.57,2,has_data,False,False,1.3,176,865,Yes,online,,,,2016-03-30,2024-04-21
valentinesgifts.ie,0.41,1,has_data,False,False,1.3,9,541,,,,,,2020-12-05,2025-03-11
yourcompanyformations.ie,0.41,1,has_data,False,False,1.3,37,,,,,,,2024-04-16,2026-06-09
suirvalleyvintageclub.ie,0.4,1,has_data,False,False,1.3,1498,,No,,,,,2017-11-05,2026-06-07
tandemskydive.ie,0.4,1,has_data,False,False,1.3,1052,1206,,,,SKIP — below minimum thresholds,3.8,2010-04-22,2023-05-16
frontrow.ie,0.34,0,has_data,False,False,1.3,2071,2568,,,,,,2010-02-13,2019-08-23
viaequine.ie,0.25,0,has_data,False,False,1.3,3357,,,,,,,2014-09-15,2026-06-06
theelectricians.ie,0.24,0,has_data,False,False,1.3,1557,,Yes,electric,,SKIP — below minimum thresholds,2.5,2007-11-29,2026-05-11
oakmontmaintenance.ie,0.23,0,has_data,False,False,1.3,71,519,,,,SKIP — below minimum thresholds,2.15,2023-02-03,2025-04-02
redmondpropertygroup.ie,0.23,0,has_data,False,False,1.3,256,,Yes,"property, group",,,,2021-12-05,2026-05-11
iconstudios.ie,,,not_found,,,1.3,,,,,,,,,
idesignworxtestwebsite.ie,,,not_found,,,1.3,0,,Yes,"website, design",,,,,
lymphoedematreatment.ie,,,not_found,,,1.3,,,,,,,,,
markieviczsportsandfitness.ie,,,not_found,,,1.3,,,,,,,,,
murroewoodpark.ie,,,not_found,,,1.3,951,,Yes,wood,,,,2017-11-04,2026-01-16
bootleg.ie,0.83,3,has_data,False,False,1.2,3,,,,,SKIP — below minimum thresholds,6.75,2024-09-11,2025-11-20
annabellalrd.ie,0.41,1,has_data,False,False,1.2,36,,,,,SKIP — below minimum thresholds,3.45,2025-09-10,2026-06-10
footgolfmayo.ie,0.41,1,has_data,False,False,1.2,1888,598,,,,SKIP — below minimum thresholds,3.75,2014-07-21,2025-01-13
holycrosscollegelrd.ie,0.41,1,has_data,False,False,1.2,67,,,,,,,2025-08-06,2026-05-13
inspo.ie,0.41,1,has_data,False,False,1.2,5000,751,No,,,SKIP — below minimum thresholds,3.75,2017-05-08,2024-08-13
kilwoghandrivelrd.ie,0.41,1,has_data,False,False,1.2,24,,No,,,SKIP — below minimum thresholds,3.55,2025-09-14,2026-05-10
dog-house.ie,0.4,1,has_data,False,False,1.2,104,,,,,,,2022-06-29,2026-06-10
rivermoyswim.ie,0.4,1,has_data,False,False,1.2,53,529,No,,,,,2021-12-20,2025-03-23
theperfectfit.ie,0.24,0,has_data,False,False,1.2,1512,394,No,,,,,2013-10-10,2025-08-05
casanovagelato.ie,0.23,0,has_data,False,False,1.2,391,1182,No,,,SKIP — below minimum thresholds,2.25,2017-08-13,2023-06-09
connemaraclothing.ie,0.23,0,has_data,,,1.2,,,No,,,,,,
puretouch.ie,0.23,0,has_data,False,False,1.2,1995,3068,No,,,SKIP — below minimum thresholds,2.05,2017-10-04,2018-04-10
smartlegal.ie,0.23,0,has_data,False,False,1.2,338,387,,,,,,2020-12-04,2025-08-12
xsdirect.ie,0.23,0,has_data,False,False,1.2,1825,,No,,,,,2004-12-03,2026-05-21
beginnersmindcoaching.ie,,,not_found,,,1.2,,,Yes,coaching,,,,,
clarabellehairboutique.ie,,,not_found,,,1.2,0,,,,,,,,
dolphindigital.ie,,,not_found,,,1.2,0,,Yes,digital,,,,,
rangoli.ie,1.33,8,has_data,False,False,1.1,5000,,No,,,,,2001-03-09,2026-05-12
auctionxchange.ie,0.59,2,has_data,False,False,1.1,5000,,,,,SKIP — below minimum thresholds,5.05,2010-11-26,2026-05-15
essentialskills.ie,0.58,2,has_data,False,False,1.1,32,,,,,,,2025-10-31,2025-11-14
qbu.ie,0.45,1,has_data,False,False,1.1,356,,No,,,,,2017-06-20,2026-05-20
sutherlandceramics.ie,0.41,1,has_data,False,False,1.1,2,606,No,,,SKIP — below minimum thresholds,3.65,2024-09-05,2025-01-05
ballylusk.ie,0.4,1,has_data,False,False,1.1,861,,,,,,,2011-02-03,2026-05-16
